model,zone,tech_type,planning_year,existing,unit,start_value,end_value,retired_value,new_build_value
GenX,BASN,Battery,2027,False,MW,0.0,1.8,0.0,1.8
GenX,BASN,Battery,2027,False,MWh,0.0,1.9,0.0,1.9
GenX,BASN,Battery,2027,True,MW,935.8,935.8,0.0,0.0
GenX,BASN,Battery,2027,True,MWh,2195.6,2195.6,0.0,0.0
GenX,BASN,Battery,2030,False,MW,1.8,1.9,0.0,0.0
GenX,BASN,Battery,2030,False,MWh,1.9,2.3,0.0,0.4
GenX,BASN,Battery,2030,True,MW,935.8,935.8,0.0,0.0
GenX,BASN,Battery,2030,True,MWh,2195.6,2195.6,0.0,0.0
GenX,BASN,Battery,2035,False,MW,1.9,96.3,0.0,94.4
GenX,BASN,Battery,2035,False,MWh,2.3,312.3,0.0,310.0
GenX,BASN,Battery,2035,True,MW,935.8,935.8,0.0,0.0
GenX,BASN,Battery,2035,True,MWh,2195.6,2195.6,0.0,0.0
GenX,BASN,Battery,2040,False,MW,96.3,996.9,0.0,900.7
GenX,BASN,Battery,2040,False,MWh,312.3,3250.9,0.0,2938.6
GenX,BASN,Battery,2040,True,MW,935.8,935.8,0.0,0.0
GenX,BASN,Battery,2040,True,MWh,2195.6,2195.6,0.0,0.0
GenX,BASN,Battery,2045,False,MW,996.9,998.5,0.0,1.6
GenX,BASN,Battery,2045,False,MWh,3250.9,3252.5,0.0,1.5
GenX,BASN,Battery,2045,True,MW,935.8,935.8,0.0,0.0
GenX,BASN,Battery,2045,True,MWh,2195.6,2195.6,0.0,0.0
GenX,BASN,Battery,2050,False,MW,998.5,1495.9,0.0,497.4
GenX,BASN,Battery,2050,False,MWh,3252.5,3252.6,0.0,0.1
GenX,BASN,Battery,2050,True,MW,935.8,935.8,0.0,0.0
GenX,BASN,Battery,2050,True,MWh,2195.6,2195.6,0.0,0.0
GenX,BASN,Coal,2027,True,MW,3000.2,2999.9,0.3,0.0
GenX,BASN,Coal,2030,True,MW,2999.9,2999.8,0.1,0.0
GenX,BASN,Coal,2035,True,MW,2999.8,2999.3,0.4,0.0
GenX,BASN,Coal,2040,True,MW,2999.3,2999.3,0.1,0.0
GenX,BASN,Coal,2045,True,MW,2999.3,2998.8,0.5,0.0
GenX,BASN,Coal,2050,True,MW,2998.8,2998.8,0.1,0.0
GenX,BASN,Distributed Solar,2027,True,MW,1193.0,1193.0,0.0,0.0
