Region,Resource,Zone,Cluster,AnnualSum
BASN,BASN_biomass_1,1,1,0.0
BASN,BASN_conventional_hydroelectric_1,1,1,1.1565516511268241e9
BASN,BASN_conventional_steam_coal_1,1,1,3.964626852996604e8
BASN,BASN_geothermal_1,1,1,0.0
BASN,BASN_natural_gas_fired_combined_cycle_1,1,1,9.74045479819995e9
BASN,BASN_natural_gas_fired_combustion_turbine_1,1,1,0.0
BASN,BASN_natural_gas_internal_combustion_engine_1,1,1,2.4398559623425278e8
BASN,BASN_onshore_wind_turbine_1,1,1,0.0
BASN,BASN_small_hydroelectric_1,1,1,2.26388739825972e8
BASN,BASN_solar_photovoltaic_1,1,1,0.0
CANO,CANO_biomass_1,2,1,0.0
CANO,CANO_conventional_hydroelectric_1,2,1,4.890507475787659e9
CANO,CANO_hydroelectric_pumped_storage_1,2,1,3.3511870850883894e9
CANO,CANO_natural_gas_fired_combined_cycle_1,2,1,1.702474552373277e10
CANO,CANO_natural_gas_fired_combustion_turbine_1,2,1,0.0
CANO,CANO_natural_gas_internal_combustion_engine_1,2,1,6.39266396836821e8
CANO,CANO_natural_gas_steam_turbine_1,2,1,0.0
CANO,CANO_onshore_wind_turbine_1,2,1,0.0
CANO,CANO_petroleum_liquids_1,2,1,0.0
CANO,CANO_small_hydroelectric_1,2,1,3.56711176634702e8
CANO,CANO_solar_photovoltaic_1,2,1,0.0
CASO,CASO_biomass_1,3,1,0.0
CASO,CASO_conventional_hydroelectric_1,3,1,7.534729732859875e8
CASO,CASO_geothermal_1,3,1,0.0
CASO,CASO_hydroelectric_pumped_storage_1,3,1,2.5550104219034557e9
CASO,CASO_natural_gas_fired_combined_cycle_1,3,1,1.3727128711501558e10
CASO,CASO_natural_gas_fired_combustion_turbine_1,3,1,0.0
CASO,CASO_natural_gas_internal_combustion_engine_1,3,1,7.327318536190519e7
CASO,CASO_onshore_wind_turbine_1,3,1,0.0
CASO,CASO_petroleum_liquids_1,3,1,0.0
CASO,CASO_small_hydroelectric_1,3,1,1.1414234620832269e8
CASO,CASO_solar_photovoltaic_1,3,1,0.0
FRCC,FRCC_biomass_1,4,1,0.0
FRCC,FRCC_conventional_hydroelectric_1,4,1,1.1336352403967567e7
FRCC,FRCC_conventional_steam_coal_1,4,1,4.62420970998477e8
FRCC,FRCC_natural_gas_fired_combined_cycle_1,4,1,1.2560434911981121e10
FRCC,FRCC_natural_gas_fired_combustion_turbine_1,4,1,0.0
FRCC,FRCC_natural_gas_internal_combustion_engine_1,4,1,7.366928627776296e7
FRCC,FRCC_natural_gas_steam_turbine_1,4,1,0.0
FRCC,FRCC_nuclear_1,4,1,2.0858982685443082e9
FRCC,FRCC_petroleum_liquids_1,4,1,0.0
FRCC,FRCC_solar_photovoltaic_1,4,1,0.0
ISNE,ISNE_biomass_1,5,1,0.0
ISNE,ISNE_conventional_hydroelectric_1,5,1,4.710166401577396e7
ISNE,ISNE_hydroelectric_pumped_storage_1,5,1,1.6463486640935289e7
ISNE,ISNE_natural_gas_fired_combined_cycle_1,5,1,4.5434474662824816e8
ISNE,ISNE_natural_gas_fired_combustion_turbine_1,5,1,0.0
ISNE,ISNE_natural_gas_internal_combustion_engine_1,5,1,808012.9947325867
ISNE,ISNE_natural_gas_steam_turbine_1,5,1,0.0
ISNE,ISNE_nuclear_1,5,1,7.639904857842175e8
ISNE,ISNE_onshore_wind_turbine_1,5,1,0.0
ISNE,ISNE_petroleum_liquids_1,5,1,0.0
ISNE,ISNE_small_hydroelectric_1,5,1,4.646557563495554e7
ISNE,ISNE_solar_photovoltaic_1,5,1,0.0
MISC,MISC_biomass_1,6,1,0.0
MISC,MISC_conventional_hydroelectric_1,6,1,8.249046419336946e7
MISC,MISC_conventional_steam_coal_1,6,1,1.6348790964260128e9
MISC,MISC_hydroelectric_pumped_storage_1,6,1,2.0481133582375005e8
MISC,MISC_natural_gas_fired_combined_cycle_1,6,1,2.484678226065649e9
MISC,MISC_natural_gas_fired_combustion_turbine_1,6,1,0.0
MISC,MISC_natural_gas_internal_combustion_engine_1,6,1,1.474551192579721e7
MISC,MISC_natural_gas_steam_turbine_1,6,1,0.0
MISC,MISC_nuclear_1,6,1,1.4712160052248697e9
MISC,MISC_onshore_wind_turbine_1,6,1,0.0
MISC,MISC_petroleum_liquids_1,6,1,0.0
MISC,MISC_small_hydroelectric_1,6,1,7.993136813512631e6
MISC,MISC_solar_photovoltaic_1,6,1,0.0
MISE,MISE_biomass_1,7,1,0.0
MISE,MISE_conventional_steam_coal_1,7,1,2.2216838120150916e7
MISE,MISE_hydroelectric_pumped_storage_1,7,1,5.998793511039971e8
MISE,MISE_natural_gas_fired_combined_cycle_1,7,1,1.520485626919332e9
MISE,MISE_natural_gas_fired_combustion_turbine_1,7,1,0.0
MISE,MISE_natural_gas_internal_combustion_engine_1,7,1,2.344523488826743e7
MISE,MISE_natural_gas_steam_turbine_1,7,1,0.0
MISE,MISE_nuclear_1,7,1,5.654724639277898e8
MISE,MISE_onshore_wind_turbine_1,7,1,0.0
MISE,MISE_small_hydroelectric_1,7,1,4.953363971392411e6
MISE,MISE_solar_photovoltaic_1,7,1,0.0
MISS,MISS_biomass_1,8,1,0.0
MISS,MISS_conventional_hydroelectric_1,8,1,1.1364085533944955e8
MISS,MISS_conventional_steam_coal_1,8,1,4.389096245347575e8
MISS,MISS_natural_gas_fired_combined_cycle_1,8,1,9.615412081706512e9
MISS,MISS_natural_gas_fired_combustion_turbine_1,8,1,0.0
MISS,MISS_natural_gas_internal_combustion_engine_1,8,1,4.532420664784241e7
MISS,MISS_natural_gas_steam_turbine_1,8,1,0.0
MISS,MISS_nuclear_1,8,1,3.5118384839999185e9
MISS,MISS_onshore_wind_turbine_1,8,1,0.0
