Region,Resource,Zone,Cluster,R_ID,SubsidyRevenue
ISNE,ISNE_petroleum_liquids_1,5,1,79,0.0
ISNE,ISNE_small_hydroelectric_1,5,1,80,0.0
ISNE,ISNE_solar_photovoltaic_1,5,1,81,0.0
MISC,MISC_batteries_1,6,1,82,0.0
MISC,MISC_biomass_1,6,1,83,0.0
MISC,MISC_biomass_2,6,2,84,0.0
MISC,MISC_conventional_hydroelectric_1,6,1,85,0.0
MISC,MISC_conventional_steam_coal_1,6,1,86,0.0
MISC,MISC_conventional_steam_coal_2,6,2,87,0.0
MISC,MISC_hydroelectric_pumped_storage_1,6,1,88,0.0
MISC,MISC_natural_gas_fired_combined_cycle_1,6,1,89,0.0
MISC,MISC_natural_gas_fired_combined_cycle_2,6,2,90,0.0
MISC,MISC_natural_gas_fired_combustion_turbine_1,6,1,91,0.0
MISC,MISC_natural_gas_fired_combustion_turbine_2,6,2,92,0.0
MISC,MISC_natural_gas_internal_combustion_engine_1,6,1,93,0.0
MISC,MISC_natural_gas_steam_turbine_1,6,1,94,0.0
MISC,MISC_nuclear_1,6,1,95,0.0
MISC,MISC_onshore_wind_turbine_1,6,1,96,0.0
MISC,MISC_petroleum_liquids_1,6,1,97,0.0
MISC,MISC_small_hydroelectric_1,6,1,98,0.0
MISC,MISC_solar_photovoltaic_1,6,1,99,0.0
MISE,MISE_batteries_1,7,1,100,0.0
MISE,MISE_biomass_1,7,1,101,0.0
MISE,MISE_biomass_2,7,2,102,0.0
MISE,MISE_conventional_hydroelectric_1,7,1,103,0.0
MISE,MISE_conventional_steam_coal_1,7,1,104,0.0
MISE,MISE_hydroelectric_pumped_storage_1,7,1,105,0.0
MISE,MISE_natural_gas_fired_combined_cycle_1,7,1,106,0.0
MISE,MISE_natural_gas_fired_combined_cycle_2,7,2,107,0.0
MISE,MISE_natural_gas_fired_combustion_turbine_1,7,1,108,0.0
MISE,MISE_natural_gas_fired_combustion_turbine_2,7,2,109,0.0
MISE,MISE_natural_gas_internal_combustion_engine_1,7,1,110,0.0
MISE,MISE_natural_gas_steam_turbine_1,7,1,111,0.0
MISE,MISE_nuclear_1,7,1,112,0.0
MISE,MISE_onshore_wind_turbine_1,7,1,113,0.0
MISE,MISE_petroleum_liquids_1,7,1,114,0.0
MISE,MISE_small_hydroelectric_1,7,1,115,0.0
MISE,MISE_solar_photovoltaic_1,7,1,116,0.0
MISS,MISS_batteries_1,8,1,117,0.0
MISS,MISS_biomass_1,8,1,118,0.0
MISS,MISS_biomass_2,8,2,119,0.0
MISS,MISS_conventional_hydroelectric_1,8,1,120,0.0
MISS,MISS_conventional_steam_coal_1,8,1,121,0.0
MISS,MISS_conventional_steam_coal_2,8,2,122,0.0
MISS,MISS_natural_gas_fired_combined_cycle_1,8,1,123,0.0
MISS,MISS_natural_gas_fired_combined_cycle_2,8,2,124,0.0
MISS,MISS_natural_gas_fired_combustion_turbine_1,8,1,125,0.0
MISS,MISS_natural_gas_fired_combustion_turbine_2,8,2,126,0.0
MISS,MISS_natural_gas_internal_combustion_engine_1,8,1,127,0.0
MISS,MISS_natural_gas_steam_turbine_1,8,1,128,0.0
MISS,MISS_natural_gas_steam_turbine_2,8,2,129,0.0
MISS,MISS_nuclear_1,8,1,130,0.0
MISS,MISS_onshore_wind_turbine_1,8,1,131,0.0
MISS,MISS_petroleum_liquids_1,8,1,132,0.0
MISS,MISS_small_hydroelectric_1,8,1,133,0.0
MISS,MISS_solar_photovoltaic_1,8,1,134,0.0
MISW,MISW_batteries_1,9,1,135,0.0
MISW,MISW_biomass_1,9,1,136,0.0
MISW,MISW_biomass_2,9,2,137,0.0
MISW,MISW_conventional_hydroelectric_1,9,1,138,0.0
MISW,MISW_conventional_steam_coal_1,9,1,139,0.0
MISW,MISW_conventional_steam_coal_2,9,2,140,0.0
MISW,MISW_natural_gas_fired_combined_cycle_1,9,1,141,0.0
MISW,MISW_natural_gas_fired_combined_cycle_2,9,2,142,0.0
MISW,MISW_natural_gas_fired_combustion_turbine_1,9,1,143,0.0
MISW,MISW_natural_gas_fired_combustion_turbine_2,9,2,144,0.0
MISW,MISW_natural_gas_fired_combustion_turbine_3,9,3,145,0.0
MISW,MISW_natural_gas_internal_combustion_engine_1,9,1,146,0.0
MISW,MISW_natural_gas_steam_turbine_1,9,1,147,0.0
MISW,MISW_nuclear_1,9,1,148,0.0
MISW,MISW_onshore_wind_turbine_1,9,1,149,0.0
MISW,MISW_petroleum_liquids_1,9,1,150,0.0
MISW,MISW_small_hydroelectric_1,9,1,151,0.0
MISW,MISW_solar_photovoltaic_1,9,1,152,0.0
NWPP,NWPP_batteries_1,10,1,153,0.0
NWPP,NWPP_biomass_1,10,1,154,0.0
NWPP,NWPP_biomass_2,10,2,155,0.0
NWPP,NWPP_conventional_hydroelectric_1,10,1,156,0.0
NWPP,NWPP_conventional_steam_coal_1,10,1,157,0.0
NWPP,NWPP_conventional_steam_coal_2,10,2,158,0.0
NWPP,NWPP_geothermal_1,10,1,159,0.0
NWPP,NWPP_hydroelectric_pumped_storage_1,10,1,160,0.0
NWPP,NWPP_natural_gas_fired_combined_cycle_1,10,1,161,0.0
NWPP,NWPP_natural_gas_fired_combined_cycle_2,10,2,162,0.0
NWPP,NWPP_natural_gas_fired_combustion_turbine_1,10,1,163,0.0
NWPP,NWPP_natural_gas_fired_combustion_turbine_2,10,2,164,0.0
NWPP,NWPP_natural_gas_internal_combustion_engine_1,10,1,165,0.0
NWPP,NWPP_natural_gas_steam_turbine_1,10,1,166,0.0
NWPP,NWPP_nuclear_1,10,1,167,0.0
NWPP,NWPP_onshore_wind_turbine_1,10,1,168,0.0
NWPP,NWPP_petroleum_liquids_1,10,1,169,0.0
NWPP,NWPP_small_hydroelectric_1,10,1,170,0.0
NWPP,NWPP_solar_photovoltaic_1,10,1,171,0.0
NYCW,NYCW_batteries_1,11,1,172,0.0
NYCW,NYCW_biomass_2,11,2,173,0.0
NYCW,NYCW_natural_gas_fired_combined_cycle_1,11,1,174,0.0
NYCW,NYCW_natural_gas_fired_combined_cycle_2,11,2,175,0.0
NYCW,NYCW_natural_gas_fired_combustion_turbine_2,11,2,176,0.0
NYCW,NYCW_natural_gas_fired_combustion_turbine_3,11,3,177,0.0
NYCW,NYCW_natural_gas_internal_combustion_engine_1,11,1,178,0.0
NYCW,NYCW_natural_gas_steam_turbine_1,11,1,179,0.0
NYCW,NYCW_petroleum_liquids_1,11,1,180,0.0
NYCW,NYCW_solar_photovoltaic_1,11,1,181,0.0
NYUP,NYUP_batteries_1,12,1,182,0.0
NYUP,NYUP_biomass_1,12,1,183,0.0
NYUP,NYUP_biomass_2,12,2,184,0.0
NYUP,NYUP_conventional_hydroelectric_1,12,1,185,0.0
NYUP,NYUP_hydroelectric_pumped_storage_1,12,1,186,0.0
NYUP,NYUP_natural_gas_fired_combined_cycle_1,12,1,187,0.0
NYUP,NYUP_natural_gas_fired_combined_cycle_2,12,2,188,0.0
NYUP,NYUP_natural_gas_fired_combustion_turbine_2,12,2,189,0.0
NYUP,NYUP_natural_gas_internal_combustion_engine_1,12,1,190,0.0
NYUP,NYUP_natural_gas_steam_turbine_1,12,1,191,0.0
NYUP,NYUP_nuclear_1,12,1,192,0.0
NYUP,NYUP_onshore_wind_turbine_1,12,1,193,0.0
NYUP,NYUP_petroleum_liquids_1,12,1,194,0.0
NYUP,NYUP_small_hydroelectric_1,12,1,195,0.0
NYUP,NYUP_solar_photovoltaic_1,12,1,196,0.0
PJMC,PJMC_batteries_1,13,1,197,0.0
PJMC,PJMC_biomass_1,13,1,198,0.0
PJMC,PJMC_biomass_2,13,2,199,0.0
PJMC,PJMC_conventional_hydroelectric_1,13,1,200,0.0
PJMC,PJMC_conventional_steam_coal_1,13,1,201,0.0
PJMC,PJMC_conventional_steam_coal_2,13,2,202,0.0
PJMC,PJMC_natural_gas_fired_combined_cycle_1,13,1,203,0.0
PJMC,PJMC_natural_gas_fired_combined_cycle_2,13,2,204,0.0
PJMC,PJMC_natural_gas_fired_combustion_turbine_1,13,1,205,0.0
PJMC,PJMC_natural_gas_fired_combustion_turbine_2,13,2,206,0.0
PJMC,PJMC_natural_gas_internal_combustion_engine_1,13,1,207,0.0
PJMC,PJMC_natural_gas_steam_turbine_1,13,1,208,0.0
PJMC,PJMC_nuclear_1,13,1,209,0.0
PJMC,PJMC_onshore_wind_turbine_1,13,1,210,0.0
PJMC,PJMC_petroleum_liquids_1,13,1,211,0.0
PJMC,PJMC_small_hydroelectric_1,13,1,212,0.0
PJMC,PJMC_solar_photovoltaic_1,13,1,213,0.0
PJMD,PJMD_batteries_1,14,1,214,0.0
PJMD,PJMD_biomass_1,14,1,215,0.0
PJMD,PJMD_biomass_2,14,2,216,0.0
PJMD,PJMD_conventional_hydroelectric_1,14,1,217,0.0
PJMD,PJMD_conventional_steam_coal_2,14,2,218,0.0
PJMD,PJMD_hydroelectric_pumped_storage_1,14,1,219,0.0
PJMD,PJMD_natural_gas_fired_combined_cycle_1,14,1,220,0.0
PJMD,PJMD_natural_gas_fired_combined_cycle_2,14,2,221,0.0
PJMD,PJMD_natural_gas_fired_combustion_turbine_1,14,1,222,0.0
PJMD,PJMD_natural_gas_fired_combustion_turbine_2,14,2,223,0.0
PJMD,PJMD_natural_gas_fired_combustion_turbine_3,14,3,224,0.0
PJMD,PJMD_natural_gas_internal_combustion_engine_1,14,1,225,0.0
PJMD,PJMD_natural_gas_steam_turbine_1,14,1,226,0.0
PJMD,PJMD_nuclear_1,14,1,227,0.0
PJMD,PJMD_onshore_wind_turbine_1,14,1,228,0.0
PJMD,PJMD_petroleum_liquids_1,14,1,229,0.0
PJMD,PJMD_small_hydroelectric_1,14,1,230,0.0
PJMD,PJMD_solar_photovoltaic_1,14,1,231,0.0
PJME,PJME_batteries_1,15,1,232,0.0
PJME,PJME_biomass_1,15,1,233,0.0
PJME,PJME_biomass_2,15,2,234,0.0
PJME,PJME_conventional_hydroelectric_1,15,1,235,0.0
PJME,PJME_conventional_steam_coal_1,15,1,236,0.0
PJME,PJME_conventional_steam_coal_2,15,2,237,0.0
PJME,PJME_hydroelectric_pumped_storage_1,15,1,238,0.0
PJME,PJME_natural_gas_fired_combined_cycle_1,15,1,239,0.0
PJME,PJME_natural_gas_fired_combined_cycle_2,15,2,240,0.0
PJME,PJME_natural_gas_fired_combustion_turbine_1,15,1,241,0.0
PJME,PJME_natural_gas_fired_combustion_turbine_2,15,2,242,0.0
PJME,PJME_natural_gas_fired_combustion_turbine_3,15,3,243,0.0
PJME,PJME_natural_gas_internal_combustion_engine_1,15,1,244,0.0
PJME,PJME_natural_gas_steam_turbine_1,15,1,245,0.0
PJME,PJME_nuclear_1,15,1,246,0.0
PJME,PJME_onshore_wind_turbine_1,15,1,247,0.0
PJME,PJME_petroleum_liquids_1,15,1,248,0.0
PJME,PJME_small_hydroelectric_1,15,1,249,0.0
PJME,PJME_solar_photovoltaic_1,15,1,250,0.0
PJMW,PJMW_batteries_1,16,1,251,0.0
PJMW,PJMW_biomass_1,16,1,252,0.0
PJMW,PJMW_biomass_2,16,2,253,0.0
PJMW,PJMW_conventional_hydroelectric_1,16,1,254,0.0
PJMW,PJMW_conventional_steam_coal_1,16,1,255,0.0
PJMW,PJMW_conventional_steam_coal_2,16,2,256,0.0
PJMW,PJMW_conventional_steam_coal_3,16,3,257,0.0
PJMW,PJMW_hydroelectric_pumped_storage_1,16,1,258,0.0
PJMW,PJMW_natural_gas_fired_combined_cycle_1,16,1,259,0.0
PJMW,PJMW_natural_gas_fired_combined_cycle_2,16,2,260,0.0
PJMW,PJMW_natural_gas_fired_combustion_turbine_1,16,1,261,0.0
PJMW,PJMW_natural_gas_fired_combustion_turbine_2,16,2,262,0.0
PJMW,PJMW_natural_gas_internal_combustion_engine_1,16,1,263,0.0
PJMW,PJMW_natural_gas_steam_turbine_1,16,1,264,0.0
PJMW,PJMW_nuclear_1,16,1,265,0.0
PJMW,PJMW_onshore_wind_turbine_1,16,1,266,0.0
PJMW,PJMW_petroleum_liquids_1,16,1,267,0.0
PJMW,PJMW_small_hydroelectric_1,16,1,268,0.0
PJMW,PJMW_solar_photovoltaic_1,16,1,269,0.0
RMRG,RMRG_batteries_1,17,1,270,0.0
RMRG,RMRG_biomass_1,17,1,271,0.0
RMRG,RMRG_biomass_2,17,2,272,0.0
RMRG,RMRG_conventional_hydroelectric_1,17,1,273,0.0
RMRG,RMRG_conventional_steam_coal_1,17,1,274,0.0
RMRG,RMRG_conventional_steam_coal_2,17,2,275,0.0
RMRG,RMRG_hydroelectric_pumped_storage_1,17,1,276,0.0
RMRG,RMRG_natural_gas_fired_combined_cycle_1,17,1,277,0.0
RMRG,RMRG_natural_gas_fired_combined_cycle_2,17,2,278,0.0
RMRG,RMRG_natural_gas_fired_combustion_turbine_1,17,1,279,0.0
RMRG,RMRG_natural_gas_fired_combustion_turbine_2,17,2,280,0.0
RMRG,RMRG_natural_gas_internal_combustion_engine_1,17,1,281,0.0
RMRG,RMRG_onshore_wind_turbine_1,17,1,282,0.0
RMRG,RMRG_petroleum_liquids_1,17,1,283,0.0
RMRG,RMRG_small_hydroelectric_1,17,1,284,0.0
RMRG,RMRG_solar_photovoltaic_1,17,1,285,0.0
SPPC,SPPC_batteries_1,18,1,286,0.0
SPPC,SPPC_biomass_1,18,1,287,0.0
SPPC,SPPC_biomass_2,18,2,288,0.0
SPPC,SPPC_conventional_hydroelectric_1,18,1,289,0.0
SPPC,SPPC_conventional_steam_coal_1,18,1,290,0.0
SPPC,SPPC_conventional_steam_coal_2,18,2,291,0.0
SPPC,SPPC_natural_gas_fired_combined_cycle_1,18,1,292,0.0
SPPC,SPPC_natural_gas_fired_combined_cycle_2,18,2,293,0.0
SPPC,SPPC_natural_gas_fired_combustion_turbine_1,18,1,294,0.0
SPPC,SPPC_natural_gas_fired_combustion_turbine_2,18,2,295,0.0
SPPC,SPPC_natural_gas_fired_combustion_turbine_3,18,3,296,0.0
SPPC,SPPC_natural_gas_internal_combustion_engine_1,18,1,297,0.0
SPPC,SPPC_natural_gas_steam_turbine_1,18,1,298,0.0
SPPC,SPPC_nuclear_1,18,1,299,0.0
SPPC,SPPC_onshore_wind_turbine_1,18,1,300,0.0
SPPC,SPPC_petroleum_liquids_1,18,1,301,0.0
SPPC,SPPC_small_hydroelectric_1,18,1,302,0.0
SPPC,SPPC_solar_photovoltaic_1,18,1,303,0.0
SPPN,SPPN_batteries_1,19,1,304,0.0
SPPN,SPPN_biomass_1,19,1,305,0.0
SPPN,SPPN_biomass_2,19,2,306,0.0
SPPN,SPPN_conventional_hydroelectric_1,19,1,307,0.0
SPPN,SPPN_conventional_steam_coal_1,19,1,308,0.0
SPPN,SPPN_conventional_steam_coal_2,19,2,309,0.0
SPPN,SPPN_natural_gas_fired_combined_cycle_1,19,1,310,0.0
SPPN,SPPN_natural_gas_fired_combined_cycle_2,19,2,311,0.0
SPPN,SPPN_natural_gas_fired_combustion_turbine_1,19,1,312,0.0
SPPN,SPPN_natural_gas_fired_combustion_turbine_2,19,2,313,0.0
SPPN,SPPN_natural_gas_internal_combustion_engine_1,19,1,314,0.0
SPPN,SPPN_natural_gas_steam_turbine_1,19,1,315,0.0
SPPN,SPPN_nuclear_1,19,1,316,0.0
SPPN,SPPN_onshore_wind_turbine_1,19,1,317,0.0
SPPN,SPPN_petroleum_liquids_1,19,1,318,0.0
SPPN,SPPN_small_hydroelectric_1,19,1,319,0.0
SPPN,SPPN_solar_photovoltaic_1,19,1,320,0.0
SPPS,SPPS_batteries_1,20,1,321,0.0
SPPS,SPPS_biomass_1,20,1,322,0.0
SPPS,SPPS_biomass_2,20,2,323,0.0
SPPS,SPPS_conventional_hydroelectric_1,20,1,324,0.0
SPPS,SPPS_conventional_steam_coal_1,20,1,325,0.0
SPPS,SPPS_conventional_steam_coal_2,20,2,326,0.0
SPPS,SPPS_hydroelectric_pumped_storage_1,20,1,327,0.0
SPPS,SPPS_natural_gas_fired_combined_cycle_1,20,1,328,0.0
SPPS,SPPS_natural_gas_fired_combined_cycle_2,20,2,329,0.0
SPPS,SPPS_natural_gas_fired_combustion_turbine_1,20,1,330,0.0
SPPS,SPPS_natural_gas_fired_combustion_turbine_2,20,2,331,0.0
SPPS,SPPS_natural_gas_fired_combustion_turbine_3,20,3,332,0.0
SPPS,SPPS_natural_gas_internal_combustion_engine_1,20,1,333,0.0
SPPS,SPPS_natural_gas_steam_turbine_1,20,1,334,0.0
SPPS,SPPS_onshore_wind_turbine_1,20,1,335,0.0
SPPS,SPPS_petroleum_liquids_1,20,1,336,0.0
SPPS,SPPS_small_hydroelectric_1,20,1,337,0.0
SPPS,SPPS_solar_photovoltaic_1,20,1,338,0.0
SRCA,SRCA_batteries_1,21,1,339,0.0
SRCA,SRCA_biomass_1,21,1,340,0.0
SRCA,SRCA_biomass_2,21,2,341,0.0
SRCA,SRCA_conventional_hydroelectric_1,21,1,342,0.0
SRCA,SRCA_conventional_steam_coal_1,21,1,343,0.0
SRCA,SRCA_conventional_steam_coal_2,21,2,344,0.0
SRCA,SRCA_hydroelectric_pumped_storage_1,21,1,345,0.0
SRCA,SRCA_natural_gas_fired_combined_cycle_1,21,1,346,0.0
SRCA,SRCA_natural_gas_fired_combined_cycle_2,21,2,347,0.0
SRCA,SRCA_natural_gas_fired_combustion_turbine_1,21,1,348,0.0
SRCA,SRCA_natural_gas_fired_combustion_turbine_2,21,2,349,0.0
SRCA,SRCA_natural_gas_steam_turbine_1,21,1,350,0.0
SRCA,SRCA_nuclear_1,21,1,351,0.0
SRCA,SRCA_petroleum_liquids_1,21,1,352,0.0
SRCA,SRCA_small_hydroelectric_1,21,1,353,0.0
SRCA,SRCA_solar_photovoltaic_1,21,1,354,0.0
SRCE,SRCE_batteries_1,22,1,355,0.0
SRCE,SRCE_biomass_1,22,1,356,0.0
SRCE,SRCE_biomass_2,22,2,357,0.0
SRCE,SRCE_conventional_hydroelectric_1,22,1,358,0.0
SRCE,SRCE_conventional_steam_coal_1,22,1,359,0.0
SRCE,SRCE_conventional_steam_coal_2,22,2,360,0.0
SRCE,SRCE_hydroelectric_pumped_storage_1,22,1,361,0.0
SRCE,SRCE_natural_gas_fired_combined_cycle_1,22,1,362,0.0
SRCE,SRCE_natural_gas_fired_combined_cycle_2,22,2,363,0.0
SRCE,SRCE_natural_gas_fired_combustion_turbine_1,22,1,364,0.0
SRCE,SRCE_natural_gas_fired_combustion_turbine_2,22,2,365,0.0
SRCE,SRCE_natural_gas_fired_combustion_turbine_3,22,3,366,0.0
SRCE,SRCE_natural_gas_internal_combustion_engine_1,22,1,367,0.0
SRCE,SRCE_natural_gas_steam_turbine_1,22,1,368,0.0
SRCE,SRCE_nuclear_1,22,1,369,0.0
SRCE,SRCE_onshore_wind_turbine_1,22,1,370,0.0
SRCE,SRCE_petroleum_liquids_1,22,1,371,0.0
SRCE,SRCE_small_hydroelectric_1,22,1,372,0.0
SRCE,SRCE_solar_photovoltaic_1,22,1,373,0.0
SRSE,SRSE_batteries_1,23,1,374,0.0
SRSE,SRSE_biomass_1,23,1,375,0.0
SRSE,SRSE_biomass_2,23,2,376,0.0
SRSE,SRSE_conventional_hydroelectric_1,23,1,377,0.0
SRSE,SRSE_conventional_steam_coal_1,23,1,378,0.0
SRSE,SRSE_conventional_steam_coal_2,23,2,379,0.0
SRSE,SRSE_hydroelectric_pumped_storage_1,23,1,380,0.0
SRSE,SRSE_natural_gas_fired_combined_cycle_1,23,1,381,0.0
SRSE,SRSE_natural_gas_fired_combined_cycle_2,23,2,382,0.0
SRSE,SRSE_natural_gas_fired_combustion_turbine_1,23,1,383,0.0
SRSE,SRSE_natural_gas_fired_combustion_turbine_2,23,2,384,0.0
SRSE,SRSE_natural_gas_internal_combustion_engine_1,23,1,385,0.0
SRSE,SRSE_natural_gas_steam_turbine_1,23,1,386,0.0
SRSE,SRSE_nuclear_1,23,1,387,0.0
SRSE,SRSE_petroleum_liquids_1,23,1,388,0.0
SRSE,SRSE_small_hydroelectric_1,23,1,389,0.0
SRSE,SRSE_solar_photovoltaic_1,23,1,390,0.0
SRSG,SRSG_batteries_1,24,1,391,0.0
SRSG,SRSG_biomass_1,24,1,392,0.0
SRSG,SRSG_biomass_2,24,2,393,0.0
SRSG,SRSG_conventional_hydroelectric_1,24,1,394,0.0
SRSG,SRSG_conventional_steam_coal_1,24,1,395,0.0
SRSG,SRSG_conventional_steam_coal_2,24,2,396,0.0
SRSG,SRSG_geothermal_1,24,1,397,0.0
SRSG,SRSG_hydroelectric_pumped_storage_1,24,1,398,0.0
SRSG,SRSG_natural_gas_fired_combined_cycle_1,24,1,399,0.0
SRSG,SRSG_natural_gas_fired_combined_cycle_2,24,2,400,0.0
SRSG,SRSG_natural_gas_fired_combustion_turbine_1,24,1,401,0.0
SRSG,SRSG_natural_gas_fired_combustion_turbine_2,24,2,402,0.0
SRSG,SRSG_natural_gas_internal_combustion_engine_1,24,1,403,0.0
SRSG,SRSG_natural_gas_steam_turbine_1,24,1,404,0.0
SRSG,SRSG_nuclear_1,24,1,405,0.0
SRSG,SRSG_onshore_wind_turbine_1,24,1,406,0.0
SRSG,SRSG_petroleum_liquids_1,24,1,407,0.0
SRSG,SRSG_small_hydroelectric_1,24,1,408,0.0
SRSG,SRSG_solar_photovoltaic_1,24,1,409,0.0
TRE,TRE_batteries_1,25,1,410,0.0
TRE,TRE_biomass_1,25,1,411,0.0
TRE,TRE_biomass_2,25,2,412,0.0
TRE,TRE_conventional_hydroelectric_1,25,1,413,0.0
TRE,TRE_conventional_steam_coal_1,25,1,414,0.0
TRE,TRE_conventional_steam_coal_2,25,2,415,0.0
TRE,TRE_natural_gas_fired_combined_cycle_1,25,1,416,0.0
TRE,TRE_natural_gas_fired_combined_cycle_2,25,2,417,0.0
TRE,TRE_natural_gas_fired_combustion_turbine_1,25,1,418,0.0
TRE,TRE_natural_gas_fired_combustion_turbine_2,25,2,419,0.0
TRE,TRE_natural_gas_internal_combustion_engine_1,25,1,420,0.0
TRE,TRE_natural_gas_steam_turbine_1,25,1,421,0.0
TRE,TRE_nuclear_1,25,1,422,0.0
TRE,TRE_onshore_wind_turbine_1,25,1,423,0.0
TRE,TRE_petroleum_liquids_1,25,1,424,0.0
TRE,TRE_small_hydroelectric_1,25,1,425,0.0
TRE,TRE_solar_photovoltaic_1,25,1,426,0.0
TRE_WEST,TRE_WEST_batteries_1,26,1,427,0.0
TRE_WEST,TRE_WEST_natural_gas_fired_combined_cycle_1,26,1,428,0.0
TRE_WEST,TRE_WEST_natural_gas_fired_combined_cycle_2,26,2,429,0.0
TRE_WEST,TRE_WEST_natural_gas_fired_combustion_turbine_1,26,1,430,0.0
