Region,Resource,Zone,Cluster,AnnualSum
BASN,BASN_batteries_1,1,1,0.0
BASN,BASN_biomass_1,1,1,8.172747007764933e6
BASN,BASN_biomass_2,1,2,0.0
BASN,BASN_conventional_hydroelectric_1,1,1,2.89616952846946e8
BASN,BASN_conventional_steam_coal_1,1,1,28954.369316715565
BASN,BASN_conventional_steam_coal_2,1,2,30657.617280804167
BASN,BASN_geothermal_1,1,1,0.0
BASN,BASN_natural_gas_fired_combined_cycle_1,1,1,1.1949927793709924e7
BASN,BASN_natural_gas_fired_combined_cycle_2,1,2,5.525927916166663e8
BASN,BASN_natural_gas_fired_combustion_turbine_1,1,1,8.793805822339552e6
BASN,BASN_natural_gas_fired_combustion_turbine_2,1,2,1.7126590258514448e6
BASN,BASN_natural_gas_internal_combustion_engine_1,1,1,5.387233554489615e6
BASN,BASN_natural_gas_steam_turbine_1,1,1,0.0
BASN,BASN_onshore_wind_turbine_1,1,1,4.732308665418288e7
BASN,BASN_petroleum_liquids_1,1,1,6445.570602711363
BASN,BASN_small_hydroelectric_1,1,1,7.251139366463773e7
BASN,BASN_solar_photovoltaic_1,1,1,2.0206135036282492e8
CANO,CANO_batteries_1,2,1,0.0
CANO,CANO_biomass_1,2,1,3.913251577620579e7
CANO,CANO_biomass_2,2,2,0.0
CANO,CANO_conventional_hydroelectric_1,2,1,1.004166851209425e9
CANO,CANO_hydroelectric_pumped_storage_1,2,1,5.3677326033967006e8
CANO,CANO_natural_gas_fired_combined_cycle_1,2,1,7.842858107460012e7
CANO,CANO_natural_gas_fired_combined_cycle_2,2,2,9.8620456324615e8
CANO,CANO_natural_gas_fired_combustion_turbine_1,2,1,53990.57938070624
CANO,CANO_natural_gas_fired_combustion_turbine_2,2,2,57335.295762928276
CANO,CANO_natural_gas_internal_combustion_engine_1,2,1,4.785064728280423e6
CANO,CANO_natural_gas_steam_turbine_1,2,1,0.0
CANO,CANO_onshore_wind_turbine_1,2,1,0.0
CANO,CANO_petroleum_liquids_1,2,1,13693.194266383493
CANO,CANO_small_hydroelectric_1,2,1,1.0737125314814937e8
CANO,CANO_solar_photovoltaic_1,2,1,1.3017603711559382e8
CASO,CASO_batteries_1,3,1,0.0
CASO,CASO_biomass_1,3,1,5.275809256466445e7
CASO,CASO_biomass_2,3,2,7.247576352317557e6
CASO,CASO_conventional_hydroelectric_1,3,1,1.538616391699304e8
CASO,CASO_geothermal_1,3,1,1.2628254597271742e7
CASO,CASO_hydroelectric_pumped_storage_1,3,1,4.222140672747498e8
CASO,CASO_natural_gas_fired_combined_cycle_1,3,1,1.784306622203788e7
CASO,CASO_natural_gas_fired_combined_cycle_2,3,2,1.313089872996021e9
CASO,CASO_natural_gas_fired_combustion_turbine_1,3,1,56687.03292147984
CASO,CASO_natural_gas_fired_combustion_turbine_2,3,2,2.8060983650840692e7
CASO,CASO_natural_gas_internal_combustion_engine_1,3,1,2.610148016128484e6
CASO,CASO_natural_gas_steam_turbine_1,3,1,0.0
CASO,CASO_onshore_wind_turbine_1,3,1,9.181156541302349e7
CASO,CASO_petroleum_liquids_1,3,1,13760.431718050999
CASO,CASO_small_hydroelectric_1,3,1,3.565700983335064e7
CASO,CASO_solar_photovoltaic_1,3,1,4.0527279823348534e8
FRCC,FRCC_batteries_1,4,1,0.0
FRCC,FRCC_biomass_1,4,1,2.9463440581282195e7
FRCC,FRCC_biomass_2,4,2,0.0
FRCC,FRCC_conventional_hydroelectric_1,4,1,9.293296128893133e6
FRCC,FRCC_conventional_steam_coal_1,4,1,37163.491844039345
FRCC,FRCC_conventional_steam_coal_2,4,2,0.0
FRCC,FRCC_natural_gas_fired_combined_cycle_1,4,1,236986.6389901404
FRCC,FRCC_natural_gas_fired_combined_cycle_2,4,2,2.350605074541942e9
FRCC,FRCC_natural_gas_fired_combustion_turbine_1,4,1,55170.92149840058
FRCC,FRCC_natural_gas_fired_combustion_turbine_2,4,2,67826.92187741937
FRCC,FRCC_natural_gas_internal_combustion_engine_1,4,1,2.388524502422186e7
FRCC,FRCC_natural_gas_steam_turbine_1,4,1,55415.758056520106
FRCC,FRCC_nuclear_1,4,1,2.0241113350477185e9
FRCC,FRCC_petroleum_liquids_1,4,1,0.0
FRCC,FRCC_solar_photovoltaic_1,4,1,2.0631420012273592e8
ISNE,ISNE_batteries_1,5,1,0.0
ISNE,ISNE_biomass_1,5,1,3.9679475479197755e7
ISNE,ISNE_biomass_2,5,2,0.0
ISNE,ISNE_conventional_hydroelectric_1,5,1,1.0195192158635367e8
