GENERATION_PROJECT,gen_tech,gen_energy_source,gen_load_zone,gen_max_age,gen_is_variable,gen_is_baseload,gen_full_load_heat_rate,gen_variable_om,gen_connect_cost_per_mw,gen_dbid,gen_scheduled_outage_rate,gen_forced_outage_rate,gen_min_build_capacity,gen_is_cogen,gen_storage_efficiency,gen_store_to_release_ratio,gen_can_provide_cap_reserves,gen_self_discharge_rate,gen_discharge_efficiency,gen_land_use_rate,gen_storage_energy_to_power_ratio,gen_type,gen_capacity_limit_mw,gen_ccs_capture_efficiency,gen_ccs_energy_load
Eastern_nuclear_1,Nuclear,Uranium,Eastern,200,FALSE,FALSE,10.414,2.832,0,Eastern_nuclear_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Nuclear,82406.6,.,.
Eastern_onshore_wind_turbine_1,Onshore Wind Turbine,Wind,Eastern,200,TRUE,FALSE,.,0,0,Eastern_onshore_wind_turbine_1,0,0,0,FALSE,.,.,1,.,.,.,.,Wind,68384.6,.,.
Eastern_solar_photovoltaic_1,Solar Photovoltaic,Solar,Eastern,200,TRUE,FALSE,.,0,0,Eastern_solar_photovoltaic_1,0,0,0,FALSE,.,.,1,.,.,.,.,Solar,44415.4,.,.
Western_conventional_steam_coal_1,Conventional Steam Coal,Coal,Western,200,FALSE,FALSE,10.858,1.879,0,Western_conventional_steam_coal_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Coal,13567.2,.,.
Western_geothermal_1,Geothermal,Heat,Western,200,FALSE,FALSE,.,0,0,Western_geothermal_1,0.05,0.04,0,FALSE,.,.,1,.,.,.,.,Geothermal,3087.4,.,.
Western_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,Naturalgas,Western,200,FALSE,FALSE,7.904,3.835,0,Western_natural_gas_fired_combined_cycle_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Naturalgas,50477.4,.,.
Western_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,Naturalgas,Western,200,FALSE,FALSE,11.386,5.279,0,Western_natural_gas_fired_combustion_turbine_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Naturalgas,23034.7,.,.
Western_natural_gas_steam_turbine_1,Natural Gas Steam Turbine,Naturalgas,Western,200,FALSE,FALSE,10.885,1.056,0,Western_natural_gas_steam_turbine_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Naturalgas,5088.1,.,.
Western_nuclear_1,Nuclear,Uranium,Western,200,FALSE,FALSE,10.446,2.841,0,Western_nuclear_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Nuclear,5175,.,.
Western_onshore_wind_turbine_1,Onshore Wind Turbine,Wind,Western,200,TRUE,FALSE,.,0,0,Western_onshore_wind_turbine_1,0,0,0,FALSE,.,.,1,.,.,.,.,Wind,29233.6,.,.
Western_solar_photovoltaic_1,Solar Photovoltaic,Solar,Western,200,TRUE,FALSE,.,0,0,Western_solar_photovoltaic_1,0,0,0,FALSE,.,.,1,.,.,.,.,Solar,35385.2,.,.
Eastern_naturalgas_ccccsavgcf_conservative_0,NaturalGas_CCCCSAvgCF_Conservative,Naturalgas,Eastern,30,FALSE,FALSE,7.16,6,0,Eastern_naturalgas_ccccsavgcf_conservative_0,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Naturalgas,.,0.9,0
Eastern_naturalgas_ccavgcf_moderate_0,NaturalGas_CCAvgCF_Moderate,Naturalgas,Eastern,30,FALSE,FALSE,6.36,2,0,Eastern_naturalgas_ccavgcf_moderate_0,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Naturalgas,.,.,.
Eastern_naturalgas_ctavgcf_moderate_0,NaturalGas_CTAvgCF_Moderate,Naturalgas,Eastern,30,FALSE,FALSE,9.72,5,0,Eastern_naturalgas_ctavgcf_moderate_0,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Naturalgas,.,.,.
Eastern_nuclear_nuclear_moderate_0,Nuclear_Nuclear_Moderate,Uranium,Eastern,40,FALSE,FALSE,10.443,2.84,0,Eastern_nuclear_nuclear_moderate_0,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Nuclear,.,.,.
Eastern_landbasedwind_class3_moderate_1,LandbasedWind_Class3_Moderate,Wind,Eastern,30,TRUE,FALSE,.,0,0,Eastern_landbasedwind_class3_moderate_1,0,0.05,0,FALSE,.,.,1,.,.,.,.,Wind,134339.8836,.,.
Eastern_landbasedwind_class3_moderate_2,LandbasedWind_Class3_Moderate,Wind,Eastern,30,TRUE,FALSE,.,0,0,Eastern_landbasedwind_class3_moderate_2,0,0.05,0,FALSE,.,.,1,.,.,.,.,Wind,134211.2962,.,.
Eastern_landbasedwind_class3_moderate_3,LandbasedWind_Class3_Moderate,Wind,Eastern,30,TRUE,FALSE,.,0,0,Eastern_landbasedwind_class3_moderate_3,0,0.05,0,FALSE,.,.,1,.,.,.,.,Wind,134231.85,.,.
Eastern_landbasedwind_class3_moderate_4,LandbasedWind_Class3_Moderate,Wind,Eastern,30,TRUE,FALSE,.,0,0,Eastern_landbasedwind_class3_moderate_4,0,0.05,0,FALSE,.,.,1,.,.,.,.,Wind,134184.4986,.,.
Eastern_landbasedwind_class3_moderate_5,LandbasedWind_Class3_Moderate,Wind,Eastern,30,TRUE,FALSE,.,0,0,Eastern_landbasedwind_class3_moderate_5,0,0.05,0,FALSE,.,.,1,.,.,.,.,Wind,134246.1939,.,.
Eastern_landbasedwind_class3_moderate_6,LandbasedWind_Class3_Moderate,Wind,Eastern,30,TRUE,FALSE,.,0,0,Eastern_landbasedwind_class3_moderate_6,0,0.05,0,FALSE,.,.,1,.,.,.,.,Wind,134231.5124,.,.
Eastern_utilitypv_class1_moderate_1,UtilityPV_Class1_Moderate,Solar,Eastern,30,TRUE,FALSE,.,0,0,Eastern_utilitypv_class1_moderate_1,0,0,0,FALSE,.,.,1,.,.,.,.,Solar,1710475.407,.,.
Eastern_utilitypv_class1_moderate_2,UtilityPV_Class1_Moderate,Solar,Eastern,30,TRUE,FALSE,.,0,0,Eastern_utilitypv_class1_moderate_2,0,0,0,FALSE,.,.,1,.,.,.,.,Solar,1709900.797,.,.
Eastern_utilitypv_class1_moderate_3,UtilityPV_Class1_Moderate,Solar,Eastern,30,TRUE,FALSE,.,0,0,Eastern_utilitypv_class1_moderate_3,0,0,0,FALSE,.,.,1,.,.,.,.,Solar,1710452.768,.,.
Eastern_utilitypv_class1_moderate_4,UtilityPV_Class1_Moderate,Solar,Eastern,30,TRUE,FALSE,.,0,0,Eastern_utilitypv_class1_moderate_4,0,0,0,FALSE,.,.,1,.,.,.,.,Solar,1709804.334,.,.
Eastern_utilitypv_class1_moderate_5,UtilityPV_Class1_Moderate,Solar,Eastern,30,TRUE,FALSE,.,0,0,Eastern_utilitypv_class1_moderate_5,0,0,0,FALSE,.,.,1,.,.,.,.,Solar,1711282.187,.,.
Eastern_utilitypv_class1_moderate_6,UtilityPV_Class1_Moderate,Solar,Eastern,30,TRUE,FALSE,.,0,0,Eastern_utilitypv_class1_moderate_6,0,0,0,FALSE,.,.,1,.,.,.,.,Solar,1708907.911,.,.
Eastern_offshorewind_class3_moderate_fixed_1_1,OffShoreWind_Class3_Moderate_fixed_1,Wind,Eastern,30,TRUE,FALSE,.,0,0,Eastern_offshorewind_class3_moderate_fixed_1_1,0,0.05,0,FALSE,.,.,1,.,.,.,.,Wind,29446.14012,.,.
Eastern_offshorewind_class3_moderate_fixed_1_2,OffShoreWind_Class3_Moderate_fixed_1,Wind,Eastern,30,TRUE,FALSE,.,0,0,Eastern_offshorewind_class3_moderate_fixed_1_2,0,0.05,0,FALSE,.,.,1,.,.,.,.,Wind,29418.26219,.,.
Eastern_offshorewind_class12_moderate_floating_1_1,OffShoreWind_Class12_Moderate_floating_1,Wind,Eastern,30,TRUE,FALSE,.,0,0,Eastern_offshorewind_class12_moderate_floating_1_1,0,0.05,0,FALSE,.,.,1,.,.,.,.,Wind,16525.12707,.,.
Eastern_offshorewind_class12_moderate_floating_1_2,OffShoreWind_Class12_Moderate_floating_1,Wind,Eastern,30,TRUE,FALSE,.,0,0,Eastern_offshorewind_class12_moderate_floating_1_2,0,0.05,0,FALSE,.,.,1,.,.,.,.,Wind,16403.36585,.,.
Western_naturalgas_ccccsavgcf_conservative_0,NaturalGas_CCCCSAvgCF_Conservative,Naturalgas,Western,30,FALSE,FALSE,7.16,6,0,Western_naturalgas_ccccsavgcf_conservative_0,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Naturalgas,.,0.9,0
Western_naturalgas_ccavgcf_moderate_0,NaturalGas_CCAvgCF_Moderate,Naturalgas,Western,30,FALSE,FALSE,6.36,2,0,Western_naturalgas_ccavgcf_moderate_0,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Naturalgas,.,.,.
Western_naturalgas_ctavgcf_moderate_0,NaturalGas_CTAvgCF_Moderate,Naturalgas,Western,30,FALSE,FALSE,9.72,5,0,Western_naturalgas_ctavgcf_moderate_0,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Naturalgas,.,.,.
Western_nuclear_nuclear_moderate_0,Nuclear_Nuclear_Moderate,Uranium,Western,40,FALSE,FALSE,10.443,2.84,0,Western_nuclear_nuclear_moderate_0,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Nuclear,.,.,.
Western_landbasedwind_class3_moderate_1,LandbasedWind_Class3_Moderate,Wind,Western,30,TRUE,FALSE,.,0,0,Western_landbasedwind_class3_moderate_1,0,0.05,0,FALSE,.,.,1,.,.,.,.,Wind,87078.94849,.,.
Western_landbasedwind_class3_moderate_2,LandbasedWind_Class3_Moderate,Wind,Western,30,TRUE,FALSE,.,0,0,Western_landbasedwind_class3_moderate_2,0,0.05,0,FALSE,.,.,1,.,.,.,.,Wind,87069.22851,.,.
Western_landbasedwind_class3_moderate_3,LandbasedWind_Class3_Moderate,Wind,Western,30,TRUE,FALSE,.,0,0,Western_landbasedwind_class3_moderate_3,0,0.05,0,FALSE,.,.,1,.,.,.,.,Wind,87158.32874,.,.
Western_landbasedwind_class3_moderate_4,LandbasedWind_Class3_Moderate,Wind,Western,30,TRUE,FALSE,.,0,0,Western_landbasedwind_class3_moderate_4,0,0.05,0,FALSE,.,.,1,.,.,.,.,Wind,86983.1324,.,.
Western_landbasedwind_class3_moderate_5,LandbasedWind_Class3_Moderate,Wind,Western,30,TRUE,FALSE,.,0,0,Western_landbasedwind_class3_moderate_5,0,0.05,0,FALSE,.,.,1,.,.,.,.,Wind,87067.03498,.,.
Western_landbasedwind_class3_moderate_6,LandbasedWind_Class3_Moderate,Wind,Western,30,TRUE,FALSE,.,0,0,Western_landbasedwind_class3_moderate_6,0,0.05,0,FALSE,.,.,1,.,.,.,.,Wind,87054.37865,.,.
Western_utilitypv_class1_moderate_1,UtilityPV_Class1_Moderate,Solar,Western,30,TRUE,FALSE,.,0,0,Western_utilitypv_class1_moderate_1,0,0,0,FALSE,.,.,1,.,.,.,.,Solar,625640.1711,.,.
Western_utilitypv_class1_moderate_2,UtilityPV_Class1_Moderate,Solar,Western,30,TRUE,FALSE,.,0,0,Western_utilitypv_class1_moderate_2,0,0,0,FALSE,.,.,1,.,.,.,.,Solar,625304.4371,.,.
Western_utilitypv_class1_moderate_3,UtilityPV_Class1_Moderate,Solar,Western,30,TRUE,FALSE,.,0,0,Western_utilitypv_class1_moderate_3,0,0,0,FALSE,.,.,1,.,.,.,.,Solar,625386.8081,.,.
Western_utilitypv_class1_moderate_4,UtilityPV_Class1_Moderate,Solar,Western,30,TRUE,FALSE,.,0,0,Western_utilitypv_class1_moderate_4,0,0,0,FALSE,.,.,1,.,.,.,.,Solar,625360.6241,.,.
Western_utilitypv_class1_moderate_5,UtilityPV_Class1_Moderate,Solar,Western,30,TRUE,FALSE,.,0,0,Western_utilitypv_class1_moderate_5,0,0,0,FALSE,.,.,1,.,.,.,.,Solar,625593.1766,.,.
Western_utilitypv_class1_moderate_6,UtilityPV_Class1_Moderate,Solar,Western,30,TRUE,FALSE,.,0,0,Western_utilitypv_class1_moderate_6,0,0,0,FALSE,.,.,1,.,.,.,.,Solar,625147.9331,.,.
Western_offshorewind_class12_moderate_floating_1_1,OffShoreWind_Class12_Moderate_floating_1,Wind,Western,30,TRUE,FALSE,.,0,0,Western_offshorewind_class12_moderate_floating_1_1,0,0.05,0,FALSE,.,.,1,.,.,.,.,Wind,16314.00002,.,.
Western_offshorewind_class12_moderate_floating_1_2,OffShoreWind_Class12_Moderate_floating_1,Wind,Western,30,TRUE,FALSE,.,0,0,Western_offshorewind_class12_moderate_floating_1_2,0,0.05,0,FALSE,.,.,1,.,.,.,.,Wind,16131.26688,.,.
ERCOT_naturalgas_ccccsavgcf_conservative_0,NaturalGas_CCCCSAvgCF_Conservative,Naturalgas,ERCOT,30,FALSE,FALSE,7.16,6,0,ERCOT_naturalgas_ccccsavgcf_conservative_0,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Naturalgas,.,0.9,0
ERCOT_naturalgas_ccavgcf_moderate_0,NaturalGas_CCAvgCF_Moderate,Naturalgas,ERCOT,30,FALSE,FALSE,6.36,2,0,ERCOT_naturalgas_ccavgcf_moderate_0,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Naturalgas,.,.,.
ERCOT_naturalgas_ctavgcf_moderate_0,NaturalGas_CTAvgCF_Moderate,Naturalgas,ERCOT,30,FALSE,FALSE,9.72,5,0,ERCOT_naturalgas_ctavgcf_moderate_0,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Naturalgas,.,.,.
ERCOT_nuclear_nuclear_moderate_0,Nuclear_Nuclear_Moderate,Uranium,ERCOT,40,FALSE,FALSE,10.443,2.84,0,ERCOT_nuclear_nuclear_moderate_0,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Nuclear,.,.,.
ERCOT_landbasedwind_class3_moderate_1,LandbasedWind_Class3_Moderate,Wind,ERCOT,30,TRUE,FALSE,.,0,0,ERCOT_landbasedwind_class3_moderate_1,0,0.05,0,FALSE,.,.,1,.,.,.,.,Wind,40003.43627,.,.
ERCOT_landbasedwind_class3_moderate_2,LandbasedWind_Class3_Moderate,Wind,ERCOT,30,TRUE,FALSE,.,0,0,ERCOT_landbasedwind_class3_moderate_2,0,0.05,0,FALSE,.,.,1,.,.,.,.,Wind,39895.57119,.,.
ERCOT_landbasedwind_class3_moderate_3,LandbasedWind_Class3_Moderate,Wind,ERCOT,30,TRUE,FALSE,.,0,0,ERCOT_landbasedwind_class3_moderate_3,0,0.05,0,FALSE,.,.,1,.,.,.,.,Wind,39999.31861,.,.
ERCOT_landbasedwind_class3_moderate_4,LandbasedWind_Class3_Moderate,Wind,ERCOT,30,TRUE,FALSE,.,0,0,ERCOT_landbasedwind_class3_moderate_4,0,0.05,0,FALSE,.,.,1,.,.,.,.,Wind,39855.17244,.,.
ERCOT_landbasedwind_class3_moderate_5,LandbasedWind_Class3_Moderate,Wind,ERCOT,30,TRUE,FALSE,.,0,0,ERCOT_landbasedwind_class3_moderate_5,0,0.05,0,FALSE,.,.,1,.,.,.,.,Wind,39997.39494,.,.
ERCOT_landbasedwind_class3_moderate_6,LandbasedWind_Class3_Moderate,Wind,ERCOT,30,TRUE,FALSE,.,0,0,ERCOT_landbasedwind_class3_moderate_6,0,0.05,0,FALSE,.,.,1,.,.,.,.,Wind,39871.33868,.,.
ERCOT_utilitypv_class1_moderate_1,UtilityPV_Class1_Moderate,Solar,ERCOT,30,TRUE,FALSE,.,0,0,ERCOT_utilitypv_class1_moderate_1,0,0,0,FALSE,.,.,1,.,.,.,.,Solar,384241.7279,.,.
ERCOT_utilitypv_class1_moderate_2,UtilityPV_Class1_Moderate,Solar,ERCOT,30,TRUE,FALSE,.,0,0,ERCOT_utilitypv_class1_moderate_2,0,0,0,FALSE,.,.,1,.,.,.,.,Solar,384100.4643,.,.
ERCOT_utilitypv_class1_moderate_3,UtilityPV_Class1_Moderate,Solar,ERCOT,30,TRUE,FALSE,.,0,0,ERCOT_utilitypv_class1_moderate_3,0,0,0,FALSE,.,.,1,.,.,.,.,Solar,384337.3139,.,.
ERCOT_utilitypv_class1_moderate_4,UtilityPV_Class1_Moderate,Solar,ERCOT,30,TRUE,FALSE,.,0,0,ERCOT_utilitypv_class1_moderate_4,0,0,0,FALSE,.,.,1,.,.,.,.,Solar,383949.5312,.,.
ERCOT_utilitypv_class1_moderate_5,UtilityPV_Class1_Moderate,Solar,ERCOT,30,TRUE,FALSE,.,0,0,ERCOT_utilitypv_class1_moderate_5,0,0,0,FALSE,.,.,1,.,.,.,.,Solar,384797.6624,.,.
ERCOT_utilitypv_class1_moderate_6,UtilityPV_Class1_Moderate,Solar,ERCOT,30,TRUE,FALSE,.,0,0,ERCOT_utilitypv_class1_moderate_6,0,0,0,FALSE,.,.,1,.,.,.,.,Solar,383417.3662,.,.
