Region,Resource,Zone,Cluster,AnnualSum
BASN,BASN_biomass_1,1,1,5.94991155987769e6
BASN,BASN_conventional_hydroelectric_1,1,1,2.1752737914057994e8
BASN,BASN_conventional_steam_coal_1,1,1,8.62621262039715
BASN,BASN_geothermal_1,1,1,2.6400778748202913e7
BASN,BASN_natural_gas_fired_combined_cycle_1,1,1,3.774756190623026e7
BASN,BASN_natural_gas_fired_combustion_turbine_1,1,1,14.509704375711234
BASN,BASN_natural_gas_internal_combustion_engine_1,1,1,23.713490781267655
BASN,BASN_onshore_wind_turbine_1,1,1,3.4885773077233076e7
BASN,BASN_small_hydroelectric_1,1,1,6.007930985428855e7
BASN,BASN_solar_photovoltaic_1,1,1,3.2971152420302343e8
CANO,CANO_biomass_1,2,1,2.4102013567487877e7
CANO,CANO_conventional_hydroelectric_1,2,1,8.539498031538186e8
CANO,CANO_hydroelectric_pumped_storage_1,2,1,1.1648117989109959e8
CANO,CANO_natural_gas_fired_combined_cycle_1,2,1,1.2259908464125373e9
CANO,CANO_natural_gas_fired_combustion_turbine_1,2,1,19.93748595471122
CANO,CANO_natural_gas_internal_combustion_engine_1,2,1,30.289723816625703
CANO,CANO_natural_gas_steam_turbine_1,2,1,0.0
CANO,CANO_onshore_wind_turbine_1,2,1,7.514406922353184e6
CANO,CANO_petroleum_liquids_1,2,1,3.5435241253534016
CANO,CANO_small_hydroelectric_1,2,1,8.846357316233586e7
CANO,CANO_solar_photovoltaic_1,2,1,2.272153405109958e8
CASO,CASO_biomass_1,3,1,2.3738797744467605e7
CASO,CASO_conventional_hydroelectric_1,3,1,1.2055112877081095e8
CASO,CASO_geothermal_1,3,1,9.786680154337578e6
CASO,CASO_hydroelectric_pumped_storage_1,3,1,1.1639348896422279e8
CASO,CASO_natural_gas_fired_combined_cycle_1,3,1,1.6299532678416002e8
CASO,CASO_natural_gas_fired_combustion_turbine_1,3,1,23.077394452284175
CASO,CASO_natural_gas_internal_combustion_engine_1,3,1,41.06511990907241
CASO,CASO_onshore_wind_turbine_1,3,1,6.0168942188541576e7
CASO,CASO_petroleum_liquids_1,3,1,0.0
CASO,CASO_small_hydroelectric_1,3,1,2.7100006945604023e7
CASO,CASO_solar_photovoltaic_1,3,1,5.107470528678716e8
FRCC,FRCC_biomass_1,4,1,4.155685192530237e7
FRCC,FRCC_conventional_hydroelectric_1,4,1,5.833065159051245e6
FRCC,FRCC_conventional_steam_coal_1,4,1,9.130690736041815
FRCC,FRCC_natural_gas_fired_combined_cycle_1,4,1,151.85633199821797
FRCC,FRCC_natural_gas_fired_combustion_turbine_1,4,1,19.279695673085193
FRCC,FRCC_natural_gas_internal_combustion_engine_1,4,1,42.23185601513344
FRCC,FRCC_natural_gas_steam_turbine_1,4,1,18.388023288327016
FRCC,FRCC_nuclear_1,4,1,1.6365760259596412e9
FRCC,FRCC_petroleum_liquids_1,4,1,0.0
FRCC,FRCC_solar_photovoltaic_1,4,1,3.232018012211823e8
ISNE,ISNE_biomass_1,5,1,2.720692328183737e7
ISNE,ISNE_conventional_hydroelectric_1,5,1,9.826903372100157e7
ISNE,ISNE_hydroelectric_pumped_storage_1,5,1,1.3521832797392517e8
ISNE,ISNE_natural_gas_fired_combined_cycle_1,5,1,1.4816824787937763e8
ISNE,ISNE_natural_gas_fired_combustion_turbine_1,5,1,33.05786828814486
ISNE,ISNE_natural_gas_internal_combustion_engine_1,5,1,76.96199227586253
ISNE,ISNE_natural_gas_steam_turbine_1,5,1,49.61166141154437
ISNE,ISNE_nuclear_1,5,1,1.7288639673872385e9
ISNE,ISNE_onshore_wind_turbine_1,5,1,2.328092491434899e6
ISNE,ISNE_petroleum_liquids_1,5,1,6.591625407476021
ISNE,ISNE_small_hydroelectric_1,5,1,1.0689071556782793e8
ISNE,ISNE_solar_photovoltaic_1,5,1,8.06135355574884e7
MISC,MISC_biomass_1,6,1,1.6482081108867727e7
MISC,MISC_conventional_hydroelectric_1,6,1,3.671355143127545e7
MISC,MISC_conventional_steam_coal_1,6,1,10.81844571569419
MISC,MISC_hydroelectric_pumped_storage_1,6,1,4.656803000789811e7
MISC,MISC_natural_gas_fired_combined_cycle_1,6,1,4.7966797826530945e8
MISC,MISC_natural_gas_fired_combustion_turbine_1,6,1,14.917584808367135
MISC,MISC_natural_gas_internal_combustion_engine_1,6,1,32.968424254481945
MISC,MISC_natural_gas_steam_turbine_1,6,1,31.210161575536862
MISC,MISC_nuclear_1,6,1,8.465465107280606e8
