Region,Resource,Zone,Cluster,AnnualSum
BASN,BASN_batteries_1,1,1,0.0
BASN,BASN_biomass_1,1,1,7.953866885707305e6
BASN,BASN_biomass_2,1,2,0.0
BASN,BASN_conventional_hydroelectric_1,1,1,3.4843403408475614e8
BASN,BASN_conventional_steam_coal_1,1,1,11496.316344598004
BASN,BASN_conventional_steam_coal_2,1,2,14316.158559943608
BASN,BASN_geothermal_1,1,1,1.5768368758996072e8
BASN,BASN_natural_gas_fired_combined_cycle_1,1,1,6.656092565542427e6
BASN,BASN_natural_gas_fired_combined_cycle_2,1,2,6.675953112712957e8
BASN,BASN_natural_gas_fired_combustion_turbine_1,1,1,8.39513294759653e6
BASN,BASN_natural_gas_fired_combustion_turbine_2,1,2,1.063191770570178e6
BASN,BASN_natural_gas_internal_combustion_engine_1,1,1,8.783608331004275e6
BASN,BASN_natural_gas_steam_turbine_1,1,1,0.0
BASN,BASN_onshore_wind_turbine_1,1,1,1.2823148870683755e8
BASN,BASN_petroleum_liquids_1,1,1,2975.3114958355327
BASN,BASN_small_hydroelectric_1,1,1,8.138649072126296e7
BASN,BASN_solar_photovoltaic_1,1,1,3.9589912039146686e8
CANO,CANO_batteries_1,2,1,0.0
CANO,CANO_biomass_1,2,1,3.9795836847512856e7
CANO,CANO_biomass_2,2,2,0.0
CANO,CANO_conventional_hydroelectric_1,2,1,1.2943885067816858e9
CANO,CANO_hydroelectric_pumped_storage_1,2,1,5.926529194507743e8
CANO,CANO_natural_gas_fired_combined_cycle_1,2,1,2.6306638158759907e7
CANO,CANO_natural_gas_fired_combined_cycle_2,2,2,1.1582690101702702e9
CANO,CANO_natural_gas_fired_combustion_turbine_1,2,1,29344.549497227585
CANO,CANO_natural_gas_fired_combustion_turbine_2,2,2,30637.223783987094
CANO,CANO_natural_gas_internal_combustion_engine_1,2,1,6.140046075348173e6
CANO,CANO_natural_gas_steam_turbine_1,2,1,0.0
CANO,CANO_onshore_wind_turbine_1,2,1,9.858651413823947e7
CANO,CANO_petroleum_liquids_1,2,1,7464.6858299235755
