Region,Resource,Zone,Cluster,AnnualSum
BASN,BASN_biomass_1,1,1,1.3791435680741921e7
BASN,BASN_conventional_hydroelectric_1,1,1,4.023229815023804e8
BASN,BASN_conventional_steam_coal_1,1,1,1.4613508436328903e8
BASN,BASN_geothermal_1,1,1,5.9059786659279004e7
BASN,BASN_natural_gas_fired_combined_cycle_1,1,1,2.523697120742581e9
BASN,BASN_natural_gas_fired_combustion_turbine_1,1,1,4.730669410308309e8
BASN,BASN_natural_gas_internal_combustion_engine_1,1,1,5.510355924584069e7
BASN,BASN_onshore_wind_turbine_1,1,1,6.011638050923395e7
BASN,BASN_small_hydroelectric_1,1,1,1.6528089192293075e8
BASN,BASN_solar_photovoltaic_1,1,1,3.262639485492647e8
CANO,CANO_biomass_1,2,1,9.439168819463871e7
CANO,CANO_conventional_hydroelectric_1,2,1,1.4202935739707737e9
CANO,CANO_hydroelectric_pumped_storage_1,2,1,6.345603305528497e8
CANO,CANO_natural_gas_fired_combined_cycle_1,2,1,4.1296674297740173e9
CANO,CANO_natural_gas_fired_combustion_turbine_1,2,1,7.838580075388206e8
CANO,CANO_natural_gas_internal_combustion_engine_1,2,1,1.2038268582451987e8
CANO,CANO_natural_gas_steam_turbine_1,2,1,0.0
CANO,CANO_onshore_wind_turbine_1,2,1,9.157008199477829e6
CANO,CANO_petroleum_liquids_1,2,1,3.698716052313963e7
CANO,CANO_small_hydroelectric_1,2,1,3.0332168531035787e8
CANO,CANO_solar_photovoltaic_1,2,1,2.2267259855342132e8
CASO,CASO_biomass_1,3,1,9.261838479812193e7
CASO,CASO_conventional_hydroelectric_1,3,1,2.235682134022335e8
CASO,CASO_geothermal_1,3,1,0.0
CASO,CASO_hydroelectric_pumped_storage_1,3,1,5.433557141623971e8
CASO,CASO_natural_gas_fired_combined_cycle_1,3,1,2.6375668269059925e9
CASO,CASO_natural_gas_fired_combustion_turbine_1,3,1,1.491382251646342e9
CASO,CASO_natural_gas_internal_combustion_engine_1,3,1,1.4989437785271812e7
CASO,CASO_onshore_wind_turbine_1,3,1,9.141679251452544e7
CASO,CASO_petroleum_liquids_1,3,1,872492.6162711319
CASO,CASO_small_hydroelectric_1,3,1,1.2549735413078885e8
CASO,CASO_solar_photovoltaic_1,3,1,4.5504871288673955e8
FRCC,FRCC_biomass_1,4,1,1.374265770735756e8
FRCC,FRCC_conventional_hydroelectric_1,4,1,4.335626985161005e6
FRCC,FRCC_conventional_steam_coal_1,4,1,2.2880406419547012e8
FRCC,FRCC_natural_gas_fired_combined_cycle_1,4,1,3.9928425047782087e9
FRCC,FRCC_natural_gas_fired_combustion_turbine_1,4,1,1.31244629131436e8
FRCC,FRCC_natural_gas_internal_combustion_engine_1,4,1,5.921577047642509e6
FRCC,FRCC_natural_gas_steam_turbine_1,4,1,0.0
FRCC,FRCC_nuclear_1,4,1,1.096637853938368e9
FRCC,FRCC_petroleum_liquids_1,4,1,37072.151088339204
FRCC,FRCC_solar_photovoltaic_1,4,1,3.061336718906627e8
ISNE,ISNE_biomass_1,5,1,5.745144049973053e7
ISNE,ISNE_conventional_hydroelectric_1,5,1,8.684499050434348e7
ISNE,ISNE_hydroelectric_pumped_storage_1,5,1,2.710705850317247e8
ISNE,ISNE_natural_gas_fired_combined_cycle_1,5,1,2.428804011756898e9
ISNE,ISNE_natural_gas_fired_combustion_turbine_1,5,1,2.4904241724160698e8
ISNE,ISNE_natural_gas_internal_combustion_engine_1,5,1,8.477418011693345e6
ISNE,ISNE_natural_gas_steam_turbine_1,5,1,1.6502569073700293e6
ISNE,ISNE_nuclear_1,5,1,1.239388928651095e9
ISNE,ISNE_onshore_wind_turbine_1,5,1,1.4752359877566402e6
ISNE,ISNE_petroleum_liquids_1,5,1,5.4977395066643916e7
ISNE,ISNE_small_hydroelectric_1,5,1,1.6650552794316214e8
