model,zone,tech_type,planning_year,existing,unit,start_value,end_value,retired_value,new_build_value
GenX,BASN,Battery,2027,False,MW,0.0,1.7,0.0,1.7
GenX,BASN,Battery,2027,False,MWh,0.0,1.8,0.0,1.8
GenX,BASN,Battery,2027,True,MW,935.8,935.8,0.0,0.0
GenX,BASN,Battery,2027,True,MWh,2195.6,2195.6,0.0,0.0
GenX,BASN,Battery,2030,False,MW,1.7,2.7,0.0,1.0
GenX,BASN,Battery,2030,False,MWh,1.8,4.3,0.0,2.5
GenX,BASN,Battery,2030,True,MW,935.8,935.8,0.0,0.0
GenX,BASN,Battery,2030,True,MWh,2195.6,2195.6,0.0,0.0
GenX,BASN,Battery,2035,False,MW,2.7,7.4,0.0,4.8
GenX,BASN,Battery,2035,False,MWh,4.3,16.4,0.0,12.1
GenX,BASN,Battery,2035,True,MW,935.8,935.8,0.0,0.0
GenX,BASN,Battery,2035,True,MWh,2195.6,2195.6,0.0,0.0
GenX,BASN,Battery,2040,False,MW,7.4,4876.3,0.0,4868.9
GenX,BASN,Battery,2040,False,MWh,16.4,24603.0,0.0,24586.6
GenX,BASN,Battery,2040,True,MW,935.8,935.8,0.0,0.0
GenX,BASN,Battery,2040,True,MWh,2195.6,2195.6,0.0,0.0
GenX,BASN,Battery,2045,False,MW,4876.3,12475.5,0.0,7599.2
GenX,BASN,Battery,2045,False,MWh,24603.0,58699.0,0.0,34096.0
GenX,BASN,Battery,2045,True,MW,935.8,935.8,0.0,0.0
GenX,BASN,Battery,2045,True,MWh,2195.6,2195.6,0.0,0.0
GenX,BASN,Battery,2050,False,MW,12475.5,15513.5,0.0,3038.0
GenX,BASN,Battery,2050,False,MWh,58699.0,72271.1,0.0,13572.1
GenX,BASN,Battery,2050,True,MW,935.8,935.8,0.0,0.0
GenX,BASN,Battery,2050,True,MWh,2195.6,2195.6,0.0,0.0
GenX,BASN,Coal,2027,True,MW,3000.2,2999.8,0.4,0.0
GenX,BASN,Coal,2030,True,MW,2999.8,2.8,2996.9,0.0
GenX,BASN,Coal,2035,True,MW,2.8,2.3,0.6,0.0
GenX,BASN,Coal,2040,True,MW,2.3,1.9,0.4,0.0
GenX,BASN,Coal,2045,True,MW,1.9,1.6,0.3,0.0
GenX,BASN,Coal,2050,True,MW,1.6,1.3,0.3,0.0
GenX,BASN,Distributed Solar,2027,True,MW,1193.0,1193.0,0.0,0.0
GenX,BASN,Distributed Solar,2030,True,MW,1193.0,1641.0,0.0,448.0
GenX,BASN,Distributed Solar,2035,True,MW,1641.0,2007.0,0.0,366.0
GenX,BASN,Distributed Solar,2040,True,MW,2007.0,2009.0,0.0,2.0
GenX,BASN,Distributed Solar,2045,True,MW,2009.0,2027.0,0.0,18.0
GenX,BASN,Distributed Solar,2050,True,MW,2027.0,2056.0,0.0,29.0
GenX,BASN,Geothermal,2027,True,MW,462.4,497.8,0.0,35.4
GenX,BASN,Geothermal,2030,True,MW,497.8,497.8,0.0,0.0
GenX,BASN,Geothermal,2035,True,MW,497.8,497.8,0.0,0.0
GenX,BASN,Geothermal,2040,True,MW,497.8,497.8,0.0,0.0
GenX,BASN,Geothermal,2045,True,MW,497.8,497.8,0.0,0.0
GenX,BASN,Geothermal,2050,True,MW,497.8,497.8,0.0,0.0
GenX,BASN,Hydro,2027,True,MW,2662.7,2752.3,0.0,89.6
GenX,BASN,Hydro,2030,True,MW,2752.3,2752.3,0.0,0.0
GenX,BASN,Hydro,2035,True,MW,2752.3,2752.3,0.0,0.0
GenX,BASN,Hydro,2040,True,MW,2752.3,2752.3,0.0,0.0
GenX,BASN,Hydro,2045,True,MW,2752.3,2752.3,0.0,0.0
GenX,BASN,Hydro,2050,True,MW,2752.3,2752.3,0.0,0.0
GenX,BASN,Hydrogen,2027,False,MW,0.0,1.2,0.0,1.2
GenX,BASN,Hydrogen,2030,False,MW,1.2,1.6,0.0,0.4
GenX,BASN,Hydrogen,2035,False,MW,1.6,3.9,0.0,2.3
GenX,BASN,Hydrogen,2040,False,MW,3.9,8.0,0.0,4.1
GenX,BASN,Hydrogen,2045,False,MW,8.0,10.0,0.0,2.0
GenX,BASN,Hydrogen,2050,False,MW,10.0,11.4,0.0,1.4
GenX,BASN,Natural Gas CC,2027,True,MW,8312.3,8311.9,0.4,0.0
GenX,BASN,Natural Gas CC,2030,True,MW,8311.9,7300.1,1011.8,0.0
GenX,BASN,Natural Gas CC,2035,True,MW,7300.1,7300.1,0.0,0.0
GenX,BASN,Natural Gas CC,2040,True,MW,7300.1,7299.8,0.3,0.0
GenX,BASN,Natural Gas CC,2045,True,MW,7299.8,7299.7,0.2,0.0
GenX,BASN,Natural Gas CC,2050,True,MW,7299.7,7299.7,0.0,0.0
GenX,BASN,Natural Gas CT,2027,True,MW,2183.0,11.7,2171.3,0.0
GenX,BASN,Natural Gas CT,2030,True,MW,11.7,11.0,0.7,0.0
