model,zone,tech_type,planning_year,existing,unit,start_value,end_value,retired_value,new_build_value
GenX,BASN,Battery,2027,False,MW,0.0,2.9,0.0,2.9
GenX,BASN,Battery,2027,False,MWh,0.0,3.0,0.0,3.0
GenX,BASN,Battery,2027,True,MW,935.8,935.8,0.0,0.0
GenX,BASN,Battery,2027,True,MWh,2195.6,2195.6,0.0,0.0
GenX,BASN,Battery,2030,False,MW,2.9,3.1,0.0,0.2
GenX,BASN,Battery,2030,False,MWh,3.0,3.2,0.0,0.3
GenX,BASN,Battery,2030,True,MW,935.8,935.8,0.0,0.0
GenX,BASN,Battery,2030,True,MWh,2195.6,2195.6,0.0,0.0
GenX,BASN,Battery,2035,False,MW,3.1,6.6,0.0,3.5
GenX,BASN,Battery,2035,False,MWh,3.2,7.3,0.0,4.1
GenX,BASN,Battery,2035,True,MW,935.8,934.8,1.0,0.0
GenX,BASN,Battery,2035,True,MWh,2195.6,2194.6,1.0,0.0
GenX,BASN,Battery,2040,False,MW,6.6,2911.2,0.0,2904.6
GenX,BASN,Battery,2040,False,MWh,7.3,6390.7,0.0,6383.4
GenX,BASN,Battery,2040,True,MW,934.8,0.0,934.8,0.0
GenX,BASN,Battery,2040,True,MWh,2194.6,0.0,2194.6,0.0
GenX,BASN,Battery,2045,False,MW,2911.2,2938.2,0.0,27.0
GenX,BASN,Battery,2045,False,MWh,6390.7,6387.7,3.1,0.0
GenX,BASN,Battery,2045,True,MW,0.0,0.0,0.0,0.0
GenX,BASN,Battery,2045,True,MWh,0.0,0.0,0.0,0.0
GenX,BASN,Battery,2050,False,MW,2938.2,2936.5,1.7,0.0
GenX,BASN,Battery,2050,False,MWh,6387.7,6383.7,4.0,0.0
GenX,BASN,Battery,2050,True,MW,0.0,0.0,0.0,0.0
GenX,BASN,Battery,2050,True,MWh,0.0,0.0,0.0,0.0
GenX,BASN,Coal,2027,True,MW,3000.2,3000.2,0.0,0.0
GenX,BASN,Coal,2030,True,MW,3000.2,3000.2,0.0,0.0
GenX,BASN,Coal,2035,True,MW,3000.2,3000.2,0.0,0.0
GenX,BASN,Coal,2040,True,MW,3000.2,2091.2,909.0,0.0
GenX,BASN,Coal,2045,True,MW,2091.2,1199.2,892.0,0.0
GenX,BASN,Coal,2050,True,MW,1199.2,728.2,471.0,0.0
GenX,BASN,Distributed Solar,2027,True,MW,1193.0,1193.0,0.0,0.0
GenX,BASN,Distributed Solar,2030,True,MW,1193.0,1641.0,0.0,448.0
GenX,BASN,Distributed Solar,2035,True,MW,1641.0,2007.0,0.0,366.0
GenX,BASN,Distributed Solar,2040,True,MW,2007.0,2009.0,0.0,2.0
GenX,BASN,Distributed Solar,2045,True,MW,2009.0,2027.0,0.0,18.0
GenX,BASN,Distributed Solar,2050,True,MW,2027.0,2056.0,0.0,29.0
GenX,BASN,Geothermal,2027,True,MW,462.4,462.4,0.0,0.0
GenX,BASN,Geothermal,2030,True,MW,462.4,432.9,29.5,0.0
GenX,BASN,Geothermal,2035,True,MW,432.9,414.0,18.9,0.0
GenX,BASN,Geothermal,2040,True,MW,414.0,287.4,126.6,0.0
GenX,BASN,Geothermal,2045,True,MW,287.4,151.7,135.7,0.0
GenX,BASN,Geothermal,2050,True,MW,151.7,56.5,95.2,0.0
GenX,BASN,Hydro,2027,True,MW,2662.7,2662.7,0.0,0.0
GenX,BASN,Hydro,2030,True,MW,2662.7,2662.7,0.0,0.0
GenX,BASN,Hydro,2035,True,MW,2662.7,2653.1,9.6,0.0
GenX,BASN,Hydro,2040,True,MW,2653.1,1859.7,793.4,0.0
GenX,BASN,Hydro,2045,True,MW,1859.7,1730.4,129.3,0.0
GenX,BASN,Hydro,2050,True,MW,1730.4,1561.0,169.4,0.0
GenX,BASN,Hydrogen,2027,False,MW,0.0,1.4,0.0,1.4
GenX,BASN,Hydrogen,2030,False,MW,1.4,1.5,0.0,0.1
GenX,BASN,Hydrogen,2035,False,MW,1.5,2.4,0.0,1.0
GenX,BASN,Hydrogen,2040,False,MW,2.4,45.8,0.0,43.3
GenX,BASN,Hydrogen,2045,False,MW,45.8,100.8,0.0,55.0
GenX,BASN,Hydrogen,2050,False,MW,100.8,101.2,0.0,0.4
GenX,BASN,Natural Gas CC,2027,True,MW,8312.3,8312.3,0.0,0.0
GenX,BASN,Natural Gas CC,2030,True,MW,8312.3,8219.2,93.1,0.0
GenX,BASN,Natural Gas CC,2035,True,MW,8219.2,8029.2,190.0,0.0
GenX,BASN,Natural Gas CC,2040,True,MW,8029.2,7529.2,500.0,0.0
GenX,BASN,Natural Gas CC,2045,True,MW,7529.2,7529.2,0.0,0.0
GenX,BASN,Natural Gas CC,2050,True,MW,7529.2,7529.2,0.0,0.0
GenX,BASN,Natural Gas CT,2027,True,MW,2183.0,2183.0,0.0,0.0
GenX,BASN,Natural Gas CT,2030,True,MW,2183.0,2183.0,0.0,0.0
GenX,BASN,Natural Gas CT,2035,True,MW,2183.0,2060.9,122.1,0.0
GenX,BASN,Natural Gas CT,2040,True,MW,2060.9,2060.9,0.0,0.0
GenX,BASN,Natural Gas CT,2045,True,MW,2060.9,1618.9,442.0,0.0
GenX,BASN,Natural Gas CT,2050,True,MW,1618.9,1618.9,0.0,0.0
GenX,BASN,Natural Gas Other,2027,True,MW,689.9,689.9,0.0,0.0
GenX,BASN,Natural Gas Other,2030,True,MW,689.9,463.9,226.0,0.0
GenX,BASN,Natural Gas Other,2035,True,MW,463.9,226.4,237.5,0.0
GenX,BASN,Natural Gas Other,2040,True,MW,226.4,226.4,0.0,0.0
GenX,BASN,Natural Gas Other,2045,True,MW,226.4,221.4,5.0,0.0
GenX,BASN,Natural Gas Other,2050,True,MW,221.4,203.5,17.9,0.0
GenX,BASN,Nuclear,2027,False,MW,0.0,0.2,0.0,0.2
GenX,BASN,Nuclear,2030,False,MW,0.2,0.2,0.0,0.0
GenX,BASN,Nuclear,2035,False,MW,0.2,0.4,0.0,0.2
GenX,BASN,Nuclear,2040,False,MW,0.4,3.6,0.0,3.2
GenX,BASN,Nuclear,2045,False,MW,3.6,4.4,0.0,0.8
GenX,BASN,Nuclear,2050,False,MW,4.4,4.4,0.0,0.0
GenX,BASN,Other,2027,True,MW,54.5,54.5,0.0,0.0
GenX,BASN,Other,2030,True,MW,54.5,54.5,0.0,0.0
GenX,BASN,Other,2035,True,MW,54.5,50.5,4.0,0.0
GenX,BASN,Other,2040,True,MW,50.5,38.3,12.2,0.0
GenX,BASN,Other,2045,True,MW,38.3,35.9,2.4,0.0
GenX,BASN,Other,2050,True,MW,35.9,16.4,19.5,0.0
GenX,BASN,Solar,2027,False,MW,0.0,5.0,0.0,5.0
GenX,BASN,Solar,2027,True,MW,8006.2,8006.2,0.0,0.0
GenX,BASN,Solar,2030,False,MW,5.0,15.7,0.0,10.7
GenX,BASN,Solar,2030,True,MW,8006.2,8006.2,0.0,0.0
GenX,BASN,Solar,2035,False,MW,15.7,9349.4,0.0,9333.7
GenX,BASN,Solar,2035,True,MW,8006.2,8006.2,0.0,0.0
GenX,BASN,Solar,2040,False,MW,9349.4,17765.8,0.0,8416.3
GenX,BASN,Solar,2040,True,MW,8006.2,7934.0,72.2,0.0
GenX,BASN,Solar,2045,False,MW,17765.8,18554.6,0.0,788.8
GenX,BASN,Solar,2045,True,MW,7934.0,7065.1,868.9,0.0
GenX,BASN,Solar,2050,False,MW,18554.6,23559.2,0.0,5004.6
GenX,BASN,Solar,2050,True,MW,7065.1,4272.4,2792.7,0.0
GenX,BASN,Wind,2027,False,MW,0.0,11285.7,0.0,11285.7
GenX,BASN,Wind,2027,True,MW,2030.1,2030.1,0.0,0.0
GenX,BASN,Wind,2030,False,MW,11285.7,16703.0,0.0,5417.3
GenX,BASN,Wind,2030,True,MW,2030.1,2030.1,0.0,0.0
GenX,BASN,Wind,2035,False,MW,16703.0,16710.6,0.0,7.7
