model,zone,tech_type,planning_year,existing,unit,start_value,end_value,retired_value,new_build_value
GenX,BASN,Battery,2025,False,MW,0.0,4.5,0.0,4.5
GenX,BASN,Battery,2025,False,MWh,0.0,4.5,0.0,4.5
GenX,BASN,Battery,2025,True,MW,935.8,935.8,0.0,0.0
GenX,BASN,Battery,2025,True,MWh,2195.6,2195.6,0.0,0.0
GenX,BASN,Battery,2030,False,MW,4.5,25.4,0.0,20.9
GenX,BASN,Battery,2030,False,MWh,4.5,28.0,0.0,23.5
GenX,BASN,Battery,2030,True,MW,935.8,935.8,0.0,0.0
GenX,BASN,Battery,2030,True,MWh,2195.6,2195.6,0.0,0.0
GenX,BASN,Battery,2035,False,MW,25.4,93.6,0.0,68.2
GenX,BASN,Battery,2035,False,MWh,28.0,250.1,0.0,222.1
GenX,BASN,Battery,2035,True,MW,935.8,935.8,0.0,0.0
GenX,BASN,Battery,2035,True,MWh,2195.6,2195.6,0.0,0.0
GenX,BASN,Battery,2040,False,MW,93.6,751.4,0.0,657.8
GenX,BASN,Battery,2040,False,MWh,250.1,2449.9,0.0,2199.7
GenX,BASN,Battery,2040,True,MW,935.8,935.8,0.0,0.0
GenX,BASN,Battery,2040,True,MWh,2195.6,2195.6,0.0,0.0
GenX,BASN,Battery,2045,False,MW,751.4,1126.9,0.0,375.5
GenX,BASN,Battery,2045,False,MWh,2449.9,2449.9,0.0,0.1
GenX,BASN,Battery,2045,True,MW,935.8,935.8,0.0,0.0
GenX,BASN,Battery,2045,True,MWh,2195.6,2195.6,0.0,0.0
GenX,BASN,Battery,2050,False,MW,1126.9,1142.0,0.0,15.1
GenX,BASN,Battery,2050,False,MWh,2449.9,2482.2,0.0,32.3
GenX,BASN,Battery,2050,True,MW,935.8,935.8,0.0,0.0
GenX,BASN,Battery,2050,True,MWh,2195.6,2195.6,0.0,0.0
GenX,BASN,Coal,2025,True,MW,3000.2,2999.8,0.4,0.0
GenX,BASN,Coal,2030,True,MW,2999.8,2999.3,0.4,0.0
GenX,BASN,Coal,2035,True,MW,2999.3,2999.3,0.0,0.0
GenX,BASN,Coal,2040,True,MW,2999.3,2999.4,0.0,0.1
GenX,BASN,Coal,2045,True,MW,2999.4,2999.3,0.1,0.0
GenX,BASN,Coal,2050,True,MW,2999.3,2998.9,0.4,0.0
GenX,BASN,Distributed Solar,2025,True,MW,1193.0,1193.0,0.0,0.0
GenX,BASN,Distributed Solar,2030,True,MW,1193.0,1641.0,0.0,448.0
GenX,BASN,Distributed Solar,2035,True,MW,1641.0,2007.0,0.0,366.0
